date,price
1999-08-23,3.185
1999-08-23,3.064
1999-08-23,2.95
1999-08-23,3.08
1999-08-23,3.285
1999-08-20,3.17
1999-08-20,2.97
1999-08-20,2.964
1999-08-20,2.938
1999-08-20,3.065
1999-08-19,2.927
1999-08-19,3.031
1999-08-19,3.139
1999-08-19,2.898
1999-08-19,2.87
1999-08-18,2.832
1999-08-18,2.75
1999-08-18,2.945
1999-08-18,2.792
1999-08-18,3.06
1999-08-17,2.874
1999-08-17,2.998
1999-08-17,2.7
1999-08-17,2.708
1999-08-17,2.747
1999-08-16,2.738
1999-08-16,2.73
1999-08-16,2.7
1999-08-16,2.992
1999-08-16,2.865
1999-08-13,2.745
1999-08-13,2.71
1999-08-13,3.007
1999-08-13,2.777
1999-08-13,2.89
1999-08-12,2.755
1999-08-12,2.871
1999-08-12,2.73
1999-08-12,2.723
1999-08-12,2.988
1999-08-11,2.975
1999-08-11,2.79
1999-08-11,2.704
1999-08-11,2.853
1999-08-11,2.741
1999-08-10,2.779
1999-08-10,2.876
1999-08-10,2.991
1999-08-10,2.77
1999-08-10,2.748
1999-08-09,2.721
1999-08-09,2.974
1999-08-09,2.754
1999-08-09,2.73
1999-08-09,2.854
1999-08-06,2.831
1999-08-06,2.698
1999-08-06,2.956
1999-08-06,2.721
1999-08-06,2.69
1999-08-05,2.647
1999-08-05,2.666
1999-08-05,2.69
1999-08-05,2.922
1999-08-05,2.785
1999-08-04,2.665
1999-08-04,2.785
1999-08-04,2.917
1999-08-04,2.64
1999-08-04,2.642
1999-08-03,2.624
1999-08-03,2.61
1999-08-03,2.598
1999-08-03,2.892
1999-08-03,2.752
1999-08-02,2.575
1999-08-02,2.51
1999-08-02,2.724
1999-08-02,2.867
1999-08-02,2.594
1999-07-30,2.845
1999-07-30,2.55
1999-07-30,2.7
1999-07-30,2.566
1999-07-30,2.543
1999-07-29,2.586
1999-07-29,2.708
1999-07-29,2.67
1999-07-29,2.569
1999-07-29,2.843
1999-07-28,2.606
1999-07-28,2.58
1999-07-28,2.623
1999-07-28,2.601
1999-07-28,2.738
1999-07-27,2.631
1999-07-27,2.755
1999-07-27,2.611
1999-07-27,2.574
1999-07-27,2.55
1999-07-26,2.55
1999-07-26,2.597
1999-07-26,2.734
1999-07-26,2.577
1999-07-26,2.542
1999-07-23,2.719
1999-07-23,2.42
1999-07-23,2.562
1999-07-23,2.528
1999-07-23,2.577
1999-07-22,2.605
1999-07-22,2.414
1999-07-22,2.32
1999-07-22,2.395
1999-07-22,2.439
1999-07-21,2.272
1999-07-21,2.508
1999-07-21,2.312
1999-07-21,2.25
1999-07-21,2.253
1999-07-20,2.466
1999-07-20,2.198
1999-07-20,2.24
1999-07-20,2.267
1999-07-20,2.22
1999-07-19,2.236
1999-07-19,2.278
1999-07-19,2.475
1999-07-19,2.207
1999-07-19,2.2
1999-07-16,2.216
1999-07-16,2.18
1999-07-16,2.259
1999-07-16,2.187
1999-07-16,2.455
1999-07-15,2.209
1999-07-15,2.12
1999-07-15,2.254
1999-07-15,2.449
1999-07-15,2.179
1999-07-14,2.422
1999-07-14,2.181
1999-07-14,2.23
1999-07-14,2.146
1999-07-14,2.16
1999-07-13,2.176
1999-07-13,2.14
1999-07-13,2.441
1999-07-13,2.214
1999-07-13,2.258
1999-07-12,2.224
1999-07-12,2.409
1999-07-12,2.12
1999-07-12,2.144
1999-07-12,2.181
1999-07-09,2.236
1999-07-09,2.416
1999-07-09,2.196
1999-07-09,2.17
1999-07-09,2.163
1999-07-08,2.404
1999-07-08,2.162
1999-07-08,2.227
1999-07-08,2.19
1999-07-08,2.189
1999-07-07,2.174
1999-07-07,2.2
1999-07-07,2.141
1999-07-07,2.389
1999-07-07,2.212
1999-07-06,2.254
1999-07-06,2.42
1999-07-06,2.191
1999-07-06,2.29
1999-07-06,2.222
1999-07-02,2.26
1999-07-02,2.308
1999-07-02,2.485
1999-07-02,2.335
1999-07-02,2.287
1999-07-01,2.309
1999-07-01,2.333
1999-07-01,2.29
1999-07-01,2.262
1999-07-01,2.357
1999-06-30,2.419
1999-06-30,2.394
1999-06-30,2.34
1999-06-30,2.436
1999-06-30,2.576
1999-06-29,2.4
1999-06-29,2.574
1999-06-29,2.438
1999-06-29,2.419
1999-06-29,2.33
1999-06-28,2.262
1999-06-28,2.25
1999-06-28,2.374
1999-06-28,2.349
1999-06-28,2.324
1999-06-25,2.32
1999-06-25,2.27
1999-06-25,2.258
1999-06-25,2.349
1999-06-25,2.292
1999-06-24,2.332
1999-06-24,2.26
1999-06-24,2.377
1999-06-24,2.355
1999-06-24,2.295
1999-06-23,2.3
1999-06-23,2.326
1999-06-23,2.264
1999-06-23,2.25
1999-06-23,2.35
1999-06-22,2.301
1999-06-22,2.238
1999-06-22,2.325
1999-06-22,2.23
1999-06-22,2.273
1999-06-21,2.295
1999-06-21,2.22
1999-06-21,2.237
1999-06-21,2.268
1999-06-21,2.322
1999-06-18,2.357
1999-06-18,2.24
1999-06-18,2.337
1999-06-18,2.382
1999-06-18,2.308
1999-06-17,2.312
1999-06-17,2.24
1999-06-17,2.365
1999-06-17,2.336
1999-06-17,2.285
1999-06-16,2.356
1999-06-16,2.407
1999-06-16,2.327
1999-06-16,2.379
1999-06-16,2.28
1999-06-15,2.28
1999-06-15,2.439
1999-06-15,2.414
1999-06-15,2.367
1999-06-15,2.396
1999-06-14,2.29
1999-06-14,2.398
1999-06-14,2.418
1999-06-14,2.372
1999-06-14,2.443
1999-06-11,2.405
1999-06-11,2.378
1999-06-11,2.423
1999-06-11,2.448
1999-06-11,2.3
1999-06-10,2.381
1999-06-10,2.432
1999-06-10,2.37
1999-06-10,2.355
1999-06-10,2.404
1999-06-09,2.48
1999-06-09,2.39
1999-06-09,2.492
